target,horizon,spatial_fold,temporal_fold,group,importance
c_sorghum,3,0,2,Autoregressive,0.8747736811637878
c_sorghum,3,0,2,Climate Index,0.0333322137594223
c_sorghum,3,0,2,Conflict,0.006959044840186834
c_sorghum,3,0,2,FLDAS,0.044013120234012604
c_sorghum,3,0,2,Spatial ID,0.004934289492666721
c_sorghum,3,0,2,Static,0.007996448315680027
c_sorghum,3,0,2,Temporal,0.014118404127657413
c_sorghum,3,0,2,Vegetation,0.013872751966118813
c_sorghum,3,1,0,Autoregressive,0.8197745084762573
c_sorghum,3,1,0,Climate Index,0.05446663498878479
c_sorghum,3,1,0,Conflict,0.0047263652086257935
c_sorghum,3,1,0,FLDAS,0.0684022530913353
c_sorghum,3,1,0,Spatial ID,0.003905476536601782
c_sorghum,3,1,0,Static,0.02124522067606449
c_sorghum,3,1,0,Temporal,0.020610159263014793
c_sorghum,3,1,0,Vegetation,0.0068694353103637695
c_sorghum,3,1,1,Autoregressive,0.8786003589630127
c_sorghum,3,1,1,Climate Index,0.035074666142463684
c_sorghum,3,1,1,Conflict,0.002506772754713893
c_sorghum,3,1,1,FLDAS,0.04546009749174118
c_sorghum,3,1,1,Spatial ID,0.004408902954310179
c_sorghum,3,1,1,Static,0.013298416510224342
c_sorghum,3,1,1,Temporal,0.013208230957388878
c_sorghum,3,1,1,Vegetation,0.00744251161813736
c_sorghum,3,1,2,Autoregressive,0.9305640459060669
c_sorghum,3,1,2,Climate Index,0.018969006836414337
c_sorghum,3,1,2,Conflict,0.0017874022014439106
c_sorghum,3,1,2,FLDAS,0.02629873901605606
c_sorghum,3,1,2,Spatial ID,0.005013385787606239
c_sorghum,3,1,2,Static,0.004336395300924778
c_sorghum,3,1,2,Temporal,0.007674103602766991
c_sorghum,3,1,2,Vegetation,0.005356912966817617
c_sorghum,3,2,0,Autoregressive,0.6368573904037476
c_sorghum,3,2,0,Climate Index,0.10250968486070633
c_sorghum,3,2,0,Conflict,0.00542855728417635
c_sorghum,3,2,0,FLDAS,0.12719765305519104
c_sorghum,3,2,0,Spatial ID,0.007862146943807602
c_sorghum,3,2,0,Static,0.02474672719836235
c_sorghum,3,2,0,Temporal,0.07386919856071472
c_sorghum,3,2,0,Vegetation,0.021528668701648712
c_sorghum,3,2,1,Autoregressive,0.762151837348938
c_sorghum,3,2,1,Climate Index,0.07188798487186432
c_sorghum,3,2,1,Conflict,0.004732985515147448
c_sorghum,3,2,1,FLDAS,0.08336268365383148
c_sorghum,3,2,1,Spatial ID,0.006282324902713299
c_sorghum,3,2,1,Static,0.020181240513920784
c_sorghum,3,2,1,Temporal,0.030911535024642944
c_sorghum,3,2,1,Vegetation,0.020489508286118507
c_sorghum,3,2,2,Autoregressive,0.874115526676178
c_sorghum,3,2,2,Climate Index,0.03714096173644066
c_sorghum,3,2,2,Conflict,0.00419028103351593
c_sorghum,3,2,2,FLDAS,0.041389480233192444
c_sorghum,3,2,2,Spatial ID,0.006397229619324207
c_sorghum,3,2,2,Static,0.009042210876941681
c_sorghum,3,2,2,Temporal,0.016969794407486916
c_sorghum,3,2,2,Vegetation,0.010754513554275036
c_sorghum,3,3,0,Autoregressive,0.5410398244857788
c_sorghum,3,3,0,Climate Index,0.11826415359973907
c_sorghum,3,3,0,Conflict,0.007339860312640667
c_sorghum,3,3,0,FLDAS,0.16173794865608215
c_sorghum,3,3,0,Spatial ID,0.1064448356628418
c_sorghum,3,3,0,Static,0.009313873946666718
c_sorghum,3,3,0,Temporal,0.046321600675582886
c_sorghum,3,3,0,Vegetation,0.00953793153166771
c_sorghum,3,3,1,Autoregressive,0.7216672301292419
c_sorghum,3,3,1,Climate Index,0.09067675471305847
c_sorghum,3,3,1,Conflict,0.004282995127141476
c_sorghum,3,3,1,FLDAS,0.068837009370327
c_sorghum,3,3,1,Spatial ID,0.011048898100852966
c_sorghum,3,3,1,Static,0.008754663169384003
c_sorghum,3,3,1,Temporal,0.07872797548770905
c_sorghum,3,3,1,Vegetation,0.016004538163542747
c_sorghum,3,3,2,Autoregressive,0.8169040083885193
c_sorghum,3,3,2,Climate Index,0.0643412172794342
c_sorghum,3,3,2,Conflict,0.005950885359197855
c_sorghum,3,3,2,FLDAS,0.04335903376340866
c_sorghum,3,3,2,Spatial ID,0.011799829080700874
c_sorghum,3,3,2,Static,0.01126993540674448
c_sorghum,3,3,2,Temporal,0.034249186515808105
c_sorghum,3,3,2,Vegetation,0.012126031331717968
c_sorghum,3,4,0,Autoregressive,0.7223354578018188
c_sorghum,3,4,0,Climate Index,0.08859582245349884
c_sorghum,3,4,0,Conflict,0.004729163367301226
c_sorghum,3,4,0,FLDAS,0.09601939469575882
c_sorghum,3,4,0,Spatial ID,0.01653910055756569
c_sorghum,3,4,0,Static,0.018864717334508896
c_sorghum,3,4,0,Temporal,0.033333465456962585
c_sorghum,3,4,0,Vegetation,0.0195828378200531
c_sorghum,3,4,1,Autoregressive,0.821754515171051
c_sorghum,3,4,1,Climate Index,0.06400329619646072
c_sorghum,3,4,1,Conflict,0.0029334863647818565
c_sorghum,3,4,1,FLDAS,0.054162729531526566
c_sorghum,3,4,1,Spatial ID,0.007342482917010784
c_sorghum,3,4,1,Static,0.012537490576505661
c_sorghum,3,4,1,Temporal,0.017920633777976036
c_sorghum,3,4,1,Vegetation,0.019345371052622795
c_sorghum,3,4,2,Autoregressive,0.8980074524879456
c_sorghum,3,4,2,Climate Index,0.028896328061819077
c_sorghum,3,4,2,Conflict,0.0049996282905340195
c_sorghum,3,4,2,FLDAS,0.03225497156381607
c_sorghum,3,4,2,Spatial ID,0.007459274493157864
c_sorghum,3,4,2,Static,0.006350641138851643
c_sorghum,3,4,2,Temporal,0.011631153523921967
c_sorghum,3,4,2,Vegetation,0.010400621220469475
